id,title,description,jhi_date,user_id
127,Persevering composite complexity,"Nam congue, risus semper porta volutpat, quam pede",2018-12-01 17:41:12,4
128,Universal asymmetric hierarchy,"Aliquam augue quam, sollicitudin vitae, consectetu",2018-06-03 03:59:28,4
129,Vision-oriented tangible collaboration,,2018-10-13 06:52:02,4
130,Compatible optimal extranet,,2018-09-20 13:12:54,4
131,Organized leading edge application,,2018-08-05 20:22:28,4
132,Advanced empowering time-frame,Quisque porta volutpat erat.,2018-09-23 17:01:39,4
133,Innovative well-modulated alliance,,2018-06-05 11:31:34,4
134,Total systematic throughput,Etiam vel augue.,2018-06-24 12:02:48,4
135,Open-source responsive moratorium,Aenean auctor gravida sem.,2018-09-11 03:24:19,4
136,Extended web-enabled frame,Nunc rhoncus dui vel sem.,2019-04-03 15:28:34,4
137,Down-sized holistic product,,2019-03-06 04:52:24,4
138,Automated actuating open system,Praesent blandit.,2018-07-08 08:09:58,4
139,Assimilated high-level intranet,,2018-11-16 11:18:36,4
140,Diverse full-range moratorium,,2018-06-24 07:23:01,4
141,Reverse-engineered stable approach,"Donec diam neque, vestibulum eget, vulputate ut, u",2019-02-01 14:34:04,4
142,Customizable fault-tolerant protocol,,2018-11-28 05:52:07,4
143,Secured real-time core,,2019-05-08 02:18:23,4
144,User-centric empowering hardware,Duis mattis egestas metus.,2019-03-09 08:03:24,4
145,Cross-group exuding leverage,Etiam pretium iaculis justo.,2019-04-12 02:53:40,4
146,Fully-configurable zero defect superstructure,,2019-03-18 14:40:42,4
147,Quality-focused bi-directional function,Praesent lectus.,2019-04-02 09:08:31,4
148,Customizable modular infrastructure,,2018-05-17 05:18:26,4
149,Fully-configurable coherent array,"Quisque arcu libero, rutrum ac, lobortis vel, dapi",2019-03-30 10:52:14,4
150,Customizable coherent projection,Proin risus.,2019-02-19 15:23:30,4
151,De-engineered composite analyzer,"Donec diam neque, vestibulum eget, vulputate ut, u",2019-01-17 11:45:41,4
152,Reverse-engineered homogeneous open system,,2018-12-21 09:25:58,4
153,Expanded intangible software,,2019-03-14 07:03:55,4
154,User-centric exuding initiative,,2018-12-15 15:43:35,4
155,Down-sized neutral framework,,2019-03-16 05:49:11,4
156,Innovative analyzing access,,2018-09-02 15:45:43,4
157,Cross-group asynchronous ability,,2018-10-22 19:50:05,4
158,Public-key homogeneous function,,2018-10-13 22:31:24,4
159,Re-contextualized cohesive flexibility,,2019-04-14 05:47:42,4
160,Managed bi-directional middleware,,2018-09-27 06:37:30,4
161,Advanced modular neural-net,Suspendisse potenti.,2018-06-27 00:23:27,4
162,Grass-roots motivating archive,,2018-09-13 10:20:09,4
163,Integrated empowering policy,,2019-04-22 05:33:39,4
164,Robust web-enabled extranet,Phasellus sit amet erat.,2019-01-23 13:20:20,4
165,Total real-time array,,2018-11-17 02:25:02,4
166,Team-oriented multi-state moratorium,Suspendisse potenti.,2018-12-29 16:31:24,4
167,Balanced incremental initiative,Nulla tempus.,2018-06-04 23:28:07,4
168,Business-focused composite standardization,Aliquam non mauris.,2018-05-12 04:23:29,4
169,Synchronised object-oriented frame,,2018-06-06 09:08:42,4
170,Polarised mobile approach,,2019-03-05 08:57:02,4
171,Synergistic 6th generation process improvement,,2018-08-06 21:03:56,4
172,Universal systematic matrices,Aenean sit amet justo.,2019-04-07 21:35:56,4
173,Assimilated next generation archive,Phasellus id sapien in sapien iaculis congue.,2018-08-03 13:15:29,4
174,Realigned asynchronous projection,,2018-12-23 07:10:49,4
175,Robust national definition,,2019-03-09 22:52:12,4
176,Decentralized value-added policy,Fusce consequat.,2018-05-20 14:00:40,4
177,Digitized optimizing service-desk,,2019-04-21 04:48:41,4
178,Multi-lateral even-keeled product,,2018-11-30 02:56:57,4
179,Object-based coherent portal,,2018-10-23 16:53:00,4
180,Cloned tangible secured line,,2019-05-04 15:56:38,4
181,Operative systemic neural-net,Nulla suscipit ligula in lacus.,2019-03-14 15:26:41,4
182,Expanded cohesive groupware,,2018-10-10 03:23:21,4
183,Reverse-engineered asymmetric data-warehouse,Suspendisse potenti.,2018-11-12 16:52:09,4
184,Triple-buffered tangible neural-net,Donec quis orci eget orci vehicula condimentum.,2019-02-13 01:03:06,4
185,Profound analyzing product,"Nam ultrices, libero non mattis pulvinar, nulla pe",2018-07-10 15:02:36,4
186,Front-line multi-tasking artificial intelligence,,2018-10-08 06:46:42,4
187,Multi-lateral foreground project,In hac habitasse platea dictumst.,2019-03-24 20:40:07,4
188,Assimilated optimal hub,,2019-01-03 20:41:31,4
189,Distributed background utilisation,,2018-10-07 23:15:07,4
190,Assimilated bottom-line forecast,,2018-06-27 21:25:32,4
191,De-engineered even-keeled interface,Cum sociis natoque penatibus et magnis dis parturi,2018-09-07 19:52:19,4
192,Reverse-engineered actuating flexibility,Phasellus in felis.,2018-10-12 17:33:55,4
193,Persistent motivating migration,Mauris sit amet eros.,2018-07-21 02:23:21,4
194,Distributed explicit focus group,,2019-02-24 11:06:21,4
195,Diverse high-level alliance,,2018-12-27 17:52:00,4
196,Switchable didactic artificial intelligence,,2018-08-13 09:27:53,4
197,Exclusive client-driven algorithm,"Nulla neque libero, convallis eget, eleifend luctu",2019-04-08 12:59:17,4
198,Polarised reciprocal protocol,Donec posuere metus vitae ipsum.,2018-09-01 04:30:01,4
199,Extended heuristic success,Nulla tempus.,2018-09-18 22:37:10,4
200,Implemented 24 hour challenge,,2018-08-11 15:33:38,4
201,Synchronised intangible website,,2019-01-10 23:58:49,4
202,Self-enabling multi-state focus group,,2018-07-06 09:30:28,4
203,User-centric 24/7 productivity,,2018-10-21 17:30:10,4
204,Self-enabling bandwidth-monitored budgetary management,,2018-11-26 21:33:36,4
205,Optional analyzing flexibility,,2019-01-30 17:51:20,4
206,Open-source solution-oriented approach,Mauris sit amet eros.,2018-05-17 12:27:45,4
207,Versatile needs-based capability,Nunc purus.,2018-08-19 22:06:29,4
208,Sharable grid-enabled intranet,,2018-08-23 23:00:05,4
209,Organized bottom-line capability,,2018-05-28 04:25:14,4
210,Integrated responsive collaboration,,2018-12-01 21:14:25,4
211,Customizable context-sensitive hierarchy,,2018-09-15 00:16:50,4
212,Focused national capacity,,2018-09-05 05:50:37,4
213,Networked high-level info-mediaries,,2018-05-12 17:37:41,4
214,Phased global definition,"Maecenas leo odio, condimentum id, luctus nec, mol",2018-07-28 08:41:03,4
215,Realigned uniform initiative,,2019-01-12 06:51:26,4
216,Reduced 4th generation adapter,,2018-11-13 04:54:06,4
217,Distributed demand-driven hub,,2018-10-10 05:38:10,4
218,Expanded zero administration collaboration,,2018-08-19 20:39:12,4
219,Configurable scalable challenge,,2019-04-19 06:23:23,4
220,Advanced modular info-mediaries,Morbi quis tortor id nulla ultrices aliquet.,2018-11-28 12:05:49,4
221,Business-focused value-added Graphical User Interface,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pul",2018-10-18 12:57:12,4
222,Automated needs-based monitoring,Nam dui.,2019-01-14 15:06:17,4
223,Function-based interactive projection,Proin eu mi.,2018-09-16 21:14:15,4
224,Integrated attitude-oriented groupware,Curabitur in libero ut massa volutpat convallis.,2018-10-30 03:46:23,4
225,Synergistic client-driven protocol,Donec posuere metus vitae ipsum.,2018-07-09 09:36:56,4
226,Reactive client-server standardization,Morbi quis tortor id nulla ultrices aliquet.,2019-01-31 21:11:50,4
227,Team-oriented reciprocal moderator,Etiam vel augue.,2018-10-24 09:18:06,4
228,Advanced executive forecast,Aliquam non mauris.,2018-08-12 15:23:22,4
229,Object-based mission-critical forecast,,2019-01-16 08:35:22,4
230,Up-sized bifurcated intranet,,2018-12-20 15:15:12,4
231,Multi-tiered mobile methodology,Duis mattis egestas metus.,2018-09-15 14:23:45,4
232,Re-engineered demand-driven algorithm,Vestibulum sed magna at nunc commodo placerat.,2019-03-22 12:55:33,4
233,Synergized 4th generation monitoring,Suspendisse potenti.,2019-02-12 20:53:54,4
234,Universal zero administration alliance,,2018-08-08 20:25:05,4
235,Cross-group bottom-line Graphic Interface,"Morbi vestibulum, velit id pretium iaculis, diam e",2018-09-29 14:43:16,4
236,Universal stable policy,Curabitur convallis.,2019-02-26 15:27:56,4
237,Sharable fresh-thinking implementation,Suspendisse ornare consequat lectus.,2018-09-17 05:45:08,4
238,Universal multimedia conglomeration,,2018-06-18 07:02:02,4
239,Innovative multi-state website,,2019-01-14 03:02:23,4
240,Robust bi-directional protocol,"Morbi odio odio, elementum eu, interdum eu, tincid",2018-11-28 03:23:40,4
241,Enterprise-wide multi-tasking knowledge base,,2018-05-30 15:54:07,4
242,Ergonomic exuding extranet,Integer tincidunt ante vel ipsum.,2019-02-20 12:58:38,4
243,Monitored client-server complexity,,2019-04-08 12:25:55,4
244,Reduced demand-driven core,Nulla ut erat id mauris vulputate elementum.,2018-08-04 06:07:30,4
245,User-friendly encompassing middleware,,2018-09-15 09:05:06,4
246,Synergistic modular solution,Sed ante.,2018-07-13 17:37:16,4
247,Expanded needs-based attitude,,2018-09-25 16:28:01,4
248,Reactive contextually-based open architecture,Mauris ullamcorper purus sit amet nulla.,2018-10-11 16:28:22,4
249,Organized zero administration analyzer,Duis mattis egestas metus.,2019-04-22 11:56:45,4
250,De-engineered actuating workforce,,2018-07-25 22:44:50,4
251,Enterprise-wide leading edge neural-net,Pellentesque eget nunc.,2018-09-16 04:27:53,4
252,Polarised object-oriented success,,2018-12-18 12:39:48,4
253,Integrated uniform definition,Phasellus sit amet erat.,2018-06-02 23:52:52,4
254,De-engineered user-facing focus group,,2018-07-08 08:45:04,4
255,Proactive responsive data-warehouse,,2019-02-25 18:45:17,4
256,Pre-emptive solution-oriented help-desk,Suspendisse accumsan tortor quis turpis.,2018-11-30 12:48:41,4
257,Switchable global infrastructure,,2019-01-23 05:53:08,4
258,Switchable hybrid framework,Phasellus id sapien in sapien iaculis congue.,2018-09-10 00:33:25,4
259,Realigned intangible alliance,Nullam varius.,2019-04-02 03:01:48,4
260,Ameliorated 6th generation approach,Ut at dolor quis odio consequat varius.,2018-06-13 14:13:18,4
261,Focused needs-based definition,"Quisque arcu libero, rutrum ac, lobortis vel, dapi",2018-11-05 15:01:37,4
262,Multi-lateral global service-desk,,2018-11-27 11:05:05,4
263,Cross-platform neutral projection,Pellentesque eget nunc.,2018-12-31 11:54:34,4
264,Multi-lateral zero defect open architecture,Nulla tellus.,2019-04-09 00:10:23,4
265,User-centric heuristic attitude,,2018-06-29 07:40:15,4
266,Ergonomic object-oriented customer loyalty,,2019-04-23 21:33:12,4
267,Virtual well-modulated complexity,,2018-06-21 02:07:46,4
268,Decentralized directional infrastructure,,2019-02-05 22:49:55,4
269,Business-focused uniform matrix,Nunc purus.,2019-03-12 07:13:35,4
270,Team-oriented radical middleware,Vestibulum ante ipsum primis in faucibus orci luct,2018-11-09 09:41:42,4
271,Optional explicit alliance,,2019-01-08 09:14:36,4
272,Visionary logistical challenge,Nulla nisl.,2018-12-21 02:23:54,4
273,Monitored 3rd generation capability,,2018-07-04 02:40:35,4
274,Ergonomic upward-trending complexity,,2018-07-11 08:00:31,4
275,Upgradable object-oriented policy,,2018-09-06 04:06:57,4
276,Virtual empowering artificial intelligence,,2018-08-29 15:52:02,4
277,Digitized intermediate matrices,Nulla suscipit ligula in lacus.,2018-07-23 21:12:55,4
278,Visionary tangible conglomeration,Cras non velit nec nisi vulputate nonummy.,2018-10-31 17:52:01,4
279,Up-sized executive definition,,2018-12-30 13:41:10,4
280,Programmable background utilisation,"Lorem ipsum dolor sit amet, consectetuer adipiscin",2018-12-31 15:08:03,4
281,Integrated holistic info-mediaries,,2018-11-01 15:02:47,4
282,Re-engineered full-range functionalities,,2018-06-18 15:59:00,4
283,Digitized explicit leverage,,2019-03-21 15:05:06,4
284,Optional bi-directional complexity,,2018-08-08 19:22:35,4
285,Reverse-engineered system-worthy service-desk,,2018-09-25 22:09:47,4
286,Reactive 5th generation function,,2019-04-05 17:09:30,4
287,Expanded holistic service-desk,,2018-11-09 07:13:55,4
288,Re-contextualized mission-critical adapter,,2019-01-29 17:45:46,4
289,User-centric responsive solution,Aenean auctor gravida sem.,2019-01-09 23:45:00,4
290,Decentralized object-oriented focus group,"Fusce lacus purus, aliquet at, feugiat non, pretiu",2018-06-26 06:39:36,4
291,Intuitive fault-tolerant archive,In congue.,2019-02-23 07:42:03,4
292,Open-source asynchronous software,"Integer pede justo, lacinia eget, tincidunt eget, ",2018-05-17 03:48:27,4
293,Polarised intermediate model,,2018-12-01 22:42:44,4
294,Centralized high-level project,,2018-05-13 20:27:02,4
295,Reverse-engineered well-modulated matrices,"In tempor, turpis nec euismod scelerisque, quam tu",2018-07-02 06:38:17,4
296,Enhanced 6th generation budgetary management,,2018-12-31 03:46:26,4
297,Multi-channelled scalable contingency,,2019-04-13 23:58:12,4
298,Monitored optimal process improvement,"Fusce congue, diam id ornare imperdiet, sapien urn",2018-09-18 07:11:31,4
299,Focused human-resource local area network,,2019-01-29 14:41:43,4
300,Mandatory real-time firmware,,2019-03-26 18:32:04,4
301,Self-enabling hybrid array,"Maecenas leo odio, condimentum id, luctus nec, mol",2019-04-06 08:52:36,4
302,Profit-focused full-range open architecture,,2019-05-04 06:54:42,4
303,Right-sized holistic installation,,2018-12-26 14:06:36,4
304,Multi-lateral optimal open architecture,Sed accumsan felis.,2019-01-18 11:33:51,4
305,Customizable homogeneous methodology,,2019-04-06 13:24:51,4
306,Compatible disintermediate open architecture,,2018-05-14 18:01:38,4
307,Function-based radical hardware,"Maecenas tristique, est et tempus semper, est quam",2019-04-20 23:06:08,4
308,Enterprise-wide multimedia synergy,,2019-01-21 05:51:35,4
309,Triple-buffered bandwidth-monitored superstructure,"Integer pede justo, lacinia eget, tincidunt eget, ",2019-02-23 08:59:05,4
310,Open-architected 24 hour architecture,"In tempor, turpis nec euismod scelerisque, quam tu",2018-05-19 10:53:57,4
311,Re-contextualized national toolset,,2018-12-13 09:07:19,4
312,Devolved local neural-net,,2019-03-24 20:12:47,4
313,Cross-group systemic circuit,,2018-07-25 13:03:58,4
314,Open-architected eco-centric algorithm,,2019-02-09 10:22:38,4
315,Seamless needs-based protocol,,2018-09-20 19:14:22,4
316,Synergized upward-trending internet solution,,2018-10-24 00:00:11,4
317,Vision-oriented directional policy,,2018-10-07 10:52:48,4
318,Stand-alone non-volatile toolset,,2018-12-29 18:16:48,4
319,Quality-focused client-server implementation,,2018-11-18 15:55:32,4
320,Persevering motivating complexity,,2019-04-27 01:11:26,4
321,Optional zero administration framework,,2018-07-14 07:29:28,4
322,Multi-layered asymmetric algorithm,Aenean sit amet justo.,2018-05-17 00:53:11,4
323,Adaptive human-resource protocol,,2018-09-17 23:02:32,4
324,Re-engineered value-added policy,,2019-05-07 11:39:27,4
325,Business-focused 24 hour moderator,,2018-07-08 20:16:41,4
326,Business-focused high-level frame,,2018-06-12 08:56:55,4
327,Reduced leading edge leverage,Vivamus vestibulum sagittis sapien.,2018-06-01 04:26:16,4
328,Pre-emptive national archive,Morbi a ipsum.,2018-07-09 12:00:15,4
329,Open-source even-keeled model,Etiam pretium iaculis justo.,2019-03-28 19:40:32,4
330,Balanced contextually-based archive,,2018-07-07 23:43:12,4
331,Customer-focused dynamic implementation,Suspendisse potenti.,2018-11-03 13:08:52,4
332,Quality-focused coherent approach,Nulla ac enim.,2018-08-12 02:38:58,4
333,Sharable background definition,"Nam congue, risus semper porta volutpat, quam pede",2018-06-17 19:31:26,4
334,Horizontal systemic flexibility,,2018-07-20 21:11:39,4
335,Fully-configurable solution-oriented application,,2018-11-14 08:07:07,4
336,Implemented actuating array,Duis aliquam convallis nunc.,2019-04-09 13:19:47,4
337,Multi-channelled dedicated productivity,Nulla ut erat id mauris vulputate elementum.,2018-07-18 10:19:11,4
338,Balanced bottom-line Graphic Interface,Praesent blandit lacinia erat.,2018-10-31 03:51:16,4
339,Organized mobile data-warehouse,Nulla tempus.,2018-07-10 22:43:49,4
340,Visionary client-server emulation,Duis ac nibh.,2019-04-19 14:05:07,4
341,Persistent maximized middleware,,2018-05-24 11:37:58,4
342,Self-enabling upward-trending projection,,2018-11-18 15:54:45,4
343,Face to face zero defect capability,Aenean fermentum.,2019-03-20 06:37:43,4
344,Profit-focused optimal architecture,,2018-07-13 19:55:35,4
345,Ameliorated logistical throughput,"In tempor, turpis nec euismod scelerisque, quam tu",2018-07-25 04:08:50,4
346,Inverse user-facing internet solution,Nam nulla.,2018-09-18 04:13:22,4
347,Horizontal methodical infrastructure,Nulla nisl.,2018-09-09 23:32:45,4
348,Open-architected foreground open system,"Nullam orci pede, venenatis non, sodales sed, tinc",2018-08-27 14:08:13,4
349,Cross-group uniform protocol,,2019-03-02 02:39:47,4
350,Distributed bottom-line project,Mauris lacinia sapien quis libero.,2018-11-12 00:36:30,4
351,Extended empowering paradigm,,2019-04-09 12:05:06,4
352,Expanded user-facing encryption,Donec semper sapien a libero.,2019-04-03 23:10:17,4
353,Down-sized hybrid challenge,"Morbi vestibulum, velit id pretium iaculis, diam e",2018-12-19 21:42:21,4
354,Adaptive mobile alliance,Nullam sit amet turpis elementum ligula vehicula c,2019-05-09 13:35:08,4
355,Multi-layered needs-based workforce,In blandit ultrices enim.,2019-02-06 16:21:45,4
356,Pre-emptive tangible instruction set,,2018-08-30 22:59:40,4
357,Reduced bi-directional Graphical User Interface,,2019-04-20 06:12:47,4
358,Vision-oriented bifurcated hierarchy,,2018-07-06 05:17:25,4
359,De-engineered hybrid infrastructure,,2018-12-11 21:48:18,4
360,Total 5th generation archive,Suspendisse accumsan tortor quis turpis.,2018-05-29 04:45:36,4
361,Customer-focused 5th generation neural-net,Fusce consequat.,2018-09-07 04:58:06,4
362,Decentralized asynchronous portal,,2018-10-25 01:43:54,4
363,Versatile bi-directional synergy,Quisque porta volutpat erat.,2019-03-05 11:41:44,4
364,Customizable 24/7 extranet,Aenean sit amet justo.,2019-04-10 16:34:23,4
365,Diverse transitional local area network,,2019-03-29 07:29:51,4
366,Digitized context-sensitive migration,Nulla ut erat id mauris vulputate elementum.,2018-10-10 18:29:40,4
367,Open-source content-based website,"Cras mi pede, malesuada in, imperdiet et, commodo ",2018-08-04 19:30:02,4
368,Progressive directional core,,2019-03-28 03:24:58,4
369,Fully-configurable foreground matrices,Nam tristique tortor eu pede.,2019-02-16 18:23:17,4
370,Ergonomic 24/7 installation,,2019-04-13 22:58:56,4
371,Public-key leading edge frame,,2018-05-29 22:36:59,4
372,Extended maximized throughput,,2018-09-13 19:43:21,4
